"0","3","6","9","12","15","18","21","24","27","30","33","36","39","42","45","48","51","54","57","60","63","66","69"
0,0,0,0,0,0,0,0,0,0,1,3,4,7,7,5,8,12,12,12,9,9,8,8
0,0,1,0,0,0,0,0,0,2,3,4,5,8,7,8,10,11,11,11,12,9,9,11
1,0,0,0,0,0,0,0,1,0,1,4,6,7,7,9,12,12,12,12,8,12,11,6
1,0,0,0,0,0,0,0,0,0,0,4,4,5,6,8,9,12,12,12,11,12,10,9
1,0,0,0,2,0,1,2,1,1,1,3,1,5,6,9,12,12,12,10,12,10,8,9
0,0,0,0,0,0,0,0,1,0,0,0,5,3,4,9,11,12,12,12,11,9,8,11
1,0,1,2,0,0,0,0,0,0,0,2,5,6,9,8,12,12,11,12,12,12,12,12
0,1,1,1,0,0,2,1,0,0,2,4,3,8,6,11,11,11,12,12,12,12,12,10
1,0,0,0,1,0,0,0,2,0,1,2,3,6,8,9,10,12,12,12,12,12,12,12
1,0,0,0,0,0,0,0,1,0,1,4,2,5,2,6,8,11,12,12,10,10,12,12
0,0,0,0,0,0,0,0,2,1,1,2,6,6,5,6,6,10,12,10,10,11,12,12
0,0,0,0,1,0,0,0,0,0,3,2,1,5,2,7,7,10,12,11,12,11,11,12
0,2,2,6,5,3,7,7,5,8,4,4,4,4,6,2,4,4,2,2,5,4,1,1
0,3,4,6,7,2,8,4,4,5,3,3,4,5,5,2,3,3,3,2,2,0,2,3
0,1,3,6,9,4,7,3,3,1,5,2,4,5,4,4,5,5,0,3,4,4,1,1
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,3,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,10,8
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,9,9
0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,2,1,8,9,9
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,6,11,8
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,6,5,9,8
1,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,6,10,6
