"0","3","6","9","12","15","18","21","24","27","30","33","36","39","42","45","48","51","54","57","60","63","66","69"
1,0,1,1,0,0,0,0,0,0,0,4,5,7,5,8,10,9,9,7,8,7,10,5
1,0,0,0,0,0,0,0,2,1,0,2,7,8,6,6,9,7,10,7,8,6,8,8
0,0,0,0,0,0,0,0,0,0,1,1,2,5,5,8,8,10,11,8,6,6,7,4
0,0,0,0,1,0,0,2,0,0,0,2,3,8,6,8,7,9,11,8,9,7,5,2
0,0,2,0,0,0,1,1,0,0,1,2,2,6,3,4,7,10,9,7,4,6,8,6
0,2,0,0,2,0,0,0,0,1,1,0,6,8,9,8,5,9,8,10,9,10,11,9
0,0,0,2,0,1,0,0,1,0,0,5,6,7,5,7,10,7,9,9,10,10,11,10
0,0,0,0,0,0,2,3,0,1,0,2,4,9,7,6,10,8,9,9,10,11,9,11
0,0,1,0,0,1,0,0,0,0,2,1,1,4,5,1,4,6,9,6,10,9,11,11
1,0,0,1,0,1,0,0,0,0,0,2,2,2,2,4,3,5,8,8,9,8,10,11
1,0,2,0,3,0,1,1,1,0,0,3,3,2,4,3,6,8,8,5,10,8,12,11
0,2,3,6,8,7,8,4,6,3,5,8,4,8,9,8,7,6,6,7,7,7,6,5
2,2,5,6,6,10,6,5,7,5,6,6,7,7,5,7,7,7,8,5,6,8,7,6
1,0,3,7,6,9,8,5,5,5,3,4,5,8,6,6,9,7,8,8,10,8,7,4
1,0,0,1,1,0,3,0,0,0,0,3,5,8,7,4,11,9,11,11,10,8,11,8
0,0,0,1,1,0,0,1,0,0,0,2,4,8,9,12,10,9,12,12,10,11,9,9
0,1,1,0,1,1,0,1,0,0,2,4,5,7,7,9,12,12,12,10,10,12,10,9
0,0,0,2,0,0,0,0,1,0,0,4,2,6,4,5,10,11,12,12,11,9,10,10
0,1,1,0,1,0,0,2,0,0,1,2,4,5,5,10,9,10,12,12,11,10,11,8
3,0,1,0,0,0,1,0,2,0,1,0,3,6,4,7,7,10,12,12,10,9,8,9
1,0,0,0,0,0,0,0,1,0,0,0,4,9,9,8,8,12,12,12,11,10,12,12
0,0,1,1,0,0,0,1,0,0,0,2,5,6,6,9,8,11,12,12,12,11,12,12
0,0,0,0,0,0,0,0,0,1,0,3,5,6,6,6,9,12,11,12,11,11,12,12
1,0,1,0,0,0,1,0,0,0,0,3,2,4,5,5,7,8,11,12,9,11,10,12
0,0,0,0,0,1,0,0,0,0,1,1,2,4,5,7,7,7,10,12,12,12,12,11
0,0,0,0,0,1,0,0,1,0,2,3,1,4,3,8,7,11,11,11,11,12,12,11
0,2,3,3,7,7,8,6,5,5,4,3,3,4,3,3,4,2,3,3,1,4,5,2
0,2,4,6,8,8,5,4,4,4,2,4,0,0,3,2,1,1,2,4,3,2,3,2
0,3,3,7,6,9,8,5,6,5,5,2,0,0,4,1,3,1,3,2,1,1,5,4
1,3,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,1,3,0,1,2,1,0,0
0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,5,5,8,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,8,8
1,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,1,1,3,4,9,6
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,11,8
2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,10,11,10
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,11
